Recency,Frequency,Monetary
920,1,83.82
913,1,21.42
525,1,58.33
1039,1,10.89
1048,2,85.17
453,1,30.19
261,1,36.91
283,1,61.91
778,1,42.21
743,1,38.35
947,1,21.87
19,1,69.65
1554,1,32.31
1597,1,64.77
1568,1,9.15
1124,1,31.31
1578,1,78.49
1132,1,85.76
331,1,67.53
1223,1,45.14
124,2,139.47
740,1,18.15
680,1,69.53
1177,1,15.26
1255,1,65.21
1484,1,78.81
216,1,83.13
1333,1,26.84
423,1,46.83
908,1,34.28
1435,1,26.11
450,1,98.64
402,1,89.08
1399,1,76.3
923,1,5.03
1294,1,38.39
75,1,50.07
136,1,25.18
418,3,285.26
534,1,90.27
10,1,33.29
1301,1,98.0
1086,1,54.31
532,1,82.78
1527,1,35.4
1454,1,67.99
454,1,62.91
1183,1,43.14
1507,1,43.76
554,1,85.35
342,2,143.12
1503,1,79.92
173,1,36.65
83,1,10.06
1432,1,30.1
315,1,24.92
533,1,69.48
266,1,37.49
1078,1,10.12
260,1,65.45
786,1,49.74
1494,1,92.52
551,1,67.37
95,1,45.02
554,1,8.08
299,1,9.27
1099,1,25.11
455,1,91.43
443,1,10.54
1392,1,16.52
828,1,10.25
818,1,8.23
841,1,67.31
1569,1,98.58
826,1,82.32
1044,2,171.29001
115,1,85.02
1522,1,35.92
398,1,94.32
295,1,98.07
367,1,88.41
1288,1,12.71
1178,1,99.9
945,1,88.64
1543,1,53.12
688,1,49.08
21,1,30.11
1547,1,48.44
333,1,15.15
337,1,11.78
1129,1,66.65
1320,1,68.11
516,1,83.12
296,1,33.47
770,1,79.05
1240,1,64.91
639,1,58.47
607,2,95.4
474,1,24.7
748,1,12.74
1088,1,90.46
1332,1,49.45
1209,1,61.59
849,1,16.91
674,1,85.86
158,1,81.27
489,1,71.8
573,1,36.95
114,1,88.23
54,1,20.46
485,1,30.68
293,2,175.0
280,1,50.25
358,1,38.36
264,1,59.05
499,1,82.59
50,2,137.55
1291,1,13.96
797,1,14.09
620,1,23.94
1352,1,23.41
1084,1,29.09
1480,1,53.95
754,2,34.25
280,1,38.45
703,1,85.18
814,1,74.91
903,2,151.73999
1494,1,68.63
1139,1,71.37
1252,1,15.25
340,1,15.92
640,1,30.27
860,1,98.84
1317,1,66.22
813,1,95.95
474,1,72.43
1421,1,81.88
575,1,89.31
135,1,40.1
655,1,93.55
1292,1,64.6
1151,1,48.89
1585,1,83.47
84,1,71.14
506,1,53.43
430,1,91.51
424,1,21.93
401,1,67.2
572,1,14.69
568,1,28.47
861,1,16.59
1460,1,93.21
1467,1,71.97
821,1,73.76
644,1,13.14
556,1,90.56
980,1,16.67
523,1,59.54
1205,1,24.04
111,1,70.65
1095,1,81.86
1489,1,42.89
881,1,75.89
589,1,50.96
1390,1,91.82
947,1,73.4
1490,1,20.4
1243,1,53.98
279,2,62.269997
904,1,57.09
1273,1,57.66
309,1,32.55
801,1,35.55
1192,1,44.57
398,3,144.95999
132,1,32.36
1441,1,76.28
1443,1,24.32
1211,1,5.69
1493,1,81.32
13,1,69.86
1331,1,15.0
73,1,23.4
319,1,27.76
608,1,99.26
1563,1,47.45
160,1,47.61
137,1,41.18
790,1,82.49
606,1,78.48
802,1,22.29
157,1,8.83
1571,1,97.29
933,1,29.73
935,2,30.869999
1243,1,64.87
1111,1,82.2
1439,1,95.27
347,1,67.73
977,1,48.95
574,1,88.09
670,1,90.63
640,1,76.28
76,1,90.48
1383,1,36.63
1391,1,14.12
130,1,28.08
1324,1,29.95
248,1,51.79
492,1,18.62
1248,1,84.88
562,1,20.71
248,1,74.75
664,1,27.16
90,1,39.37
273,1,25.11
1227,1,35.97
732,1,60.93
341,1,10.72
1363,1,45.59
541,1,52.99
1574,1,84.97
1507,1,64.15
818,1,30.66
1151,1,35.23
1329,1,63.96
1147,1,21.07
868,2,172.01999
1442,1,49.93
800,1,34.44
868,1,82.35
1416,1,24.02
1395,1,86.12
1139,1,80.91
1438,1,57.29
214,2,42.27
358,1,92.64
1378,1,52.94
643,1,33.65
1357,1,57.91
1461,1,59.41
20,1,37.74
216,1,45.69
362,1,65.71
897,2,89.22
411,1,48.29
388,1,19.49
1473,1,83.19
824,1,60.74
648,1,75.37
122,1,81.45
1271,1,21.51
1418,1,56.01
1,1,70.14
1243,1,71.95
1098,1,91.53
569,1,97.95
1287,1,31.78
1309,1,84.32
583,1,60.75
208,1,19.8
1478,1,20.32
688,1,62.75
727,1,84.18
227,1,64.76
650,1,41.94
315,1,46.58
1033,1,16.44
1213,1,6.63
917,1,12.28
52,1,89.19
1239,1,96.31
1492,1,50.19
219,1,97.69
211,1,76.99
860,1,71.75
915,1,14.04
210,1,29.18
1212,1,91.12
549,1,49.38
804,1,24.77
1413,1,65.21
465,1,43.94
24,1,80.73
403,2,154.12
491,1,73.51
1416,1,62.28
637,1,87.67
779,1,84.89
355,1,72.88
552,1,83.63
1345,1,89.33
804,1,59.51
770,1,21.39
1031,1,58.49
1388,1,41.7
93,1,76.07
1300,1,50.97
811,1,18.35
1072,1,9.69
633,1,78.91
158,1,60.3
713,1,18.78
158,1,65.79
209,1,22.1
612,2,74.89
1326,1,21.38
1426,1,23.48
1433,1,7.69
1170,1,25.95
206,1,61.56
130,1,43.7
1598,1,73.74
243,1,38.89
1195,1,46.04
1505,1,82.63
1198,1,53.69
141,1,6.84
1266,1,70.89
374,1,88.56
1116,1,16.61
1004,1,72.17
930,1,10.6
1557,1,12.16
1188,1,16.7
593,1,90.79
4,1,13.84
1383,1,32.56
31,1,84.35
1361,1,74.97
1523,1,15.64
1150,1,14.25
1187,1,10.07
686,1,59.7
1170,1,95.66
593,1,33.69
450,1,92.62
813,1,94.74
128,1,52.44
26,1,9.23
1051,1,11.64
34,1,21.47
519,1,70.48
1503,1,77.81
184,1,34.57
983,1,84.81
1282,1,17.05
1331,1,50.42
576,1,28.3
554,1,54.66
1583,1,22.41
45,1,57.52
412,1,57.71
227,1,65.25
997,1,31.81
750,1,36.11
1017,1,52.58
1482,1,75.14
1508,1,93.11
673,1,73.72
344,1,16.02
903,1,15.39
1218,1,84.4
740,1,36.31
1158,1,91.45
20,1,55.87
123,1,81.54
323,1,74.95
1334,1,50.78
1222,1,48.08
918,1,25.54
518,1,12.32
107,1,28.07
595,1,60.67
233,1,11.37
692,1,10.32
309,1,70.86
203,3,195.73001
512,1,66.68
1462,1,25.2
803,1,68.27
838,1,80.31
884,1,19.84
1267,1,85.86
1361,1,37.18
1564,1,93.03
836,1,87.64
368,1,82.68
457,2,67.26
825,1,57.1
51,1,81.97
67,1,92.17
644,1,82.01
79,1,85.55
1212,1,88.32
477,1,36.35
332,1,26.39
1015,1,58.45
539,1,26.14
50,1,8.76
1369,1,22.49
1495,1,9.55
952,1,9.95
943,1,43.12
445,1,67.4
121,1,31.28
242,1,78.25
909,1,21.12
1268,1,51.07
833,1,77.39
1366,1,99.7
1290,1,20.1
679,1,90.39
126,2,40.7
1462,1,92.06
159,1,61.23
490,1,11.92
1514,1,50.33
482,1,72.94
903,1,22.33
644,1,91.91
613,1,31.29
242,1,62.94
63,1,47.41
1555,1,69.91
508,1,34.11
609,1,44.35
1484,1,55.48
116,1,73.69
27,2,119.08
648,1,55.07
807,1,5.09
767,1,86.53
233,2,26.23
270,1,50.53
1233,1,94.65
1334,1,16.89
1438,1,73.35
1129,1,52.86
1197,1,77.52
1266,1,63.64
1398,1,10.23
494,1,67.6
525,1,17.26
934,1,27.79
1185,1,37.15
165,1,28.44
579,1,56.45
1158,1,21.55
1152,1,90.65
397,1,53.9
814,2,126.75
127,1,10.34
575,1,17.15
1410,1,10.32
1525,1,90.46
1380,1,26.12
992,1,47.41
1552,1,79.16
982,1,67.32
327,1,30.65
1452,1,48.88
1500,1,83.18
584,1,62.2
1067,1,73.82
1345,1,15.04
793,1,50.94
1144,1,16.29
719,1,74.84
601,1,92.44
1583,1,83.15
358,1,87.04
1194,1,97.14
136,1,56.76
1502,1,66.23
1556,1,96.83
18,1,96.73
1463,1,24.23
922,2,163.03
1017,1,75.3
1466,1,79.66
488,1,43.63
39,1,82.14
393,2,118.01
1490,1,55.65
1362,1,23.34
265,2,52.0
80,1,36.44
783,2,43.82
345,1,53.98
624,1,18.51
1130,1,22.67
961,1,84.72
1396,1,51.74
798,1,61.99
294,1,95.71
918,1,93.6
1275,1,64.88
798,1,95.06
327,1,85.68
172,1,86.16
1235,1,82.17
568,1,78.48
330,1,41.8
145,1,64.6
204,1,35.5
1388,1,71.45
486,1,39.65
74,1,32.53
427,1,16.43
646,1,18.65
328,1,28.19
607,1,18.92
228,1,10.67
583,1,43.34
701,1,21.92
1120,1,27.76
91,1,11.57
1273,1,92.41
490,1,60.65
878,1,96.78
553,1,46.94
23,1,11.15
261,1,59.24
693,1,70.92
503,1,92.28
1349,1,66.18
1235,1,17.35
1575,1,8.28
1585,1,31.8
425,1,74.36
354,1,64.47
1411,1,18.5
1566,1,30.36
729,1,32.45
955,1,20.23
623,2,100.39
734,1,14.04
256,1,61.68
1540,1,46.13
792,1,49.83
1484,1,81.57
12,1,81.49
1327,1,56.34
532,1,52.41
1166,1,74.93
1270,1,27.48
75,1,93.16
850,1,92.95
1531,1,91.04
1316,1,68.84
1589,1,39.61
1286,1,98.11
1200,1,14.97
195,2,104.0
429,1,7.5
1329,1,43.89
88,1,28.5
132,1,34.12
942,1,17.91
460,1,99.36
1494,1,40.84
425,1,83.14
1063,1,26.55
353,1,83.63
294,1,73.73
417,1,32.13
485,1,67.88
1086,1,25.55
622,1,56.07
850,1,56.47
726,1,98.68
1558,1,31.2
47,1,80.66
784,1,29.84
345,1,11.84
1436,1,28.36
1077,1,10.05
70,1,8.31
921,1,41.96
522,1,14.0
155,1,97.85
753,1,64.76
1321,1,94.84
648,1,58.27
430,1,59.0
331,1,54.03
1454,1,54.95
678,1,26.66
483,1,13.81
347,1,16.34
1116,1,35.12
876,1,75.29
1023,1,23.99
574,1,89.52
413,1,79.94
534,1,48.55
937,1,32.03
1238,1,10.09
268,1,16.68
110,1,68.78
881,1,15.81
681,1,48.0
163,1,54.87
1273,1,76.96
96,1,38.34
599,1,39.35
445,1,13.55
227,1,84.58
673,1,41.13
705,1,53.76
885,1,59.2
584,1,70.19
1171,1,52.6
286,1,52.8
51,1,88.73
1593,1,44.74
1230,1,39.05
1026,1,49.05
1215,1,98.14
1096,1,84.07
533,1,50.14
226,1,77.35
290,1,61.72
1058,1,98.25
123,1,73.56
182,1,92.37
703,1,32.72
486,1,86.53
17,1,18.39
1326,1,83.34
757,1,69.95
799,1,21.69
551,1,28.4
403,1,54.39
1288,1,92.73
211,1,80.15
21,1,48.19
593,1,33.37
1268,1,57.91
1265,1,34.29
848,1,73.82
788,1,23.72
130,1,85.3
445,1,46.95
306,1,76.34
83,1,45.27
786,1,88.99
1561,1,47.2
455,1,11.52
1389,1,15.79
1252,1,47.93
776,1,89.2
1464,1,77.27
1410,1,36.52
1284,1,27.44
1180,3,171.12001
336,2,125.119995
530,1,66.88
1356,1,52.84
98,1,23.42
890,1,7.47
375,1,87.88
390,1,88.74
260,1,13.44
986,1,82.83
1470,1,13.86
932,1,35.87
870,1,82.28
827,1,27.73
1103,1,59.71
423,2,81.71001
1161,1,62.99
696,1,60.47
899,1,47.31
205,1,77.87
795,1,18.58
1440,1,8.48
707,1,66.55
843,2,117.12
1216,1,24.15
975,1,51.55
1131,1,8.44
1211,1,44.86
24,1,94.37
1147,1,62.11
426,1,66.83
211,1,57.34
1011,1,98.89
1240,1,19.0
907,1,59.25
1086,1,84.65
349,1,77.75
705,1,58.13
1591,1,62.21
778,1,89.46
1555,1,41.67
735,1,38.58
352,1,36.23
1520,1,81.76
93,1,41.7
1033,1,89.87
68,1,91.28
1122,1,65.8
1541,1,68.09
127,1,87.04
622,1,43.16
1065,1,63.7
360,1,15.61
332,1,83.66
395,1,13.92
1526,1,61.44
230,1,63.84
701,1,16.93
965,1,28.4
922,1,87.96
258,1,44.89
1298,1,6.08
454,1,52.84
237,1,58.53
750,1,65.4
554,1,9.87
44,1,71.38
1444,1,56.15
1458,1,62.39
957,1,35.21
1242,1,80.23
1391,1,69.68
513,1,13.09
1091,1,91.63
60,1,7.84
662,1,15.54
1444,1,37.36
54,1,73.81
64,1,56.59
449,1,99.6
92,1,51.42
1061,1,75.48
1371,1,65.9
990,1,98.23
893,1,23.23
69,1,8.57
771,1,15.8
494,1,95.29
1342,1,98.22
641,1,66.19
484,1,93.01
619,1,5.7
1138,1,5.99
881,1,50.54
758,1,68.79
198,1,59.53
552,1,29.76
186,1,55.04
282,1,35.62
83,1,85.63
104,1,93.62
148,1,20.58
481,1,17.31
1269,1,97.63
1405,1,80.1
854,1,35.46
163,2,116.47
113,1,81.24
605,1,60.55
620,1,54.19
418,1,78.59
521,1,97.06
1449,1,47.47
911,1,86.23
207,1,42.92
714,1,53.2
137,1,33.44
321,1,18.87
654,1,32.95
968,1,43.88
729,1,99.58
1211,1,39.54
1030,1,51.69
1036,1,91.09
582,1,68.79
1103,1,82.34
1144,1,74.47
688,1,94.97
74,1,64.07
1158,1,32.41
43,1,94.66
1211,1,42.48
1521,1,45.82
960,1,17.43
857,1,88.15
1505,1,8.61
1478,1,36.03
1048,1,92.46
1163,1,36.73
879,1,69.16
1022,1,50.39
975,1,9.06
231,1,92.84
1093,1,51.36
970,2,150.72
1477,1,61.21
936,1,31.05
178,1,54.5
1577,1,19.61
990,1,99.95
670,1,71.63
1258,1,56.81
421,1,98.81
1503,1,96.48
136,1,64.03
222,1,84.29
874,1,12.52
1388,1,56.72
1113,1,34.23
493,1,47.27
1552,1,73.53
601,2,44.54
970,1,95.11
299,1,78.73
277,1,84.9
749,1,47.45
919,1,96.89
911,1,18.46
63,1,99.9
814,1,95.03
472,1,52.5
395,1,19.09
341,1,19.85
261,1,48.28
27,2,103.0
709,1,32.23
1176,1,94.95
503,1,12.36
1138,1,43.33
1359,1,35.71
534,1,92.61
358,1,35.52
1517,1,38.0
998,1,63.64
336,1,61.4
1062,1,37.85
155,1,62.92
287,1,22.88
884,1,20.13
1295,1,89.75
905,1,61.0
930,1,5.76
776,1,67.61
949,1,17.55
1531,1,35.03
1534,1,34.38
1107,1,14.83
1036,1,13.61
1521,1,23.52
1266,1,56.38
79,1,69.17
530,1,43.56
759,1,37.86
1407,1,37.64
1001,1,64.89
1220,1,87.78
64,1,11.04
1022,1,55.52
937,1,66.66
1264,1,6.65
303,1,84.7
395,1,73.14
1134,1,15.51
174,1,25.5
1390,1,69.44
1486,1,99.74
692,1,62.42
1339,1,18.59
73,1,83.42
855,1,55.46
352,1,89.71
294,1,34.14
1326,1,30.32
672,1,12.68
495,1,29.53
1390,1,40.38
932,1,83.63
694,1,62.6
1018,1,67.07
9,1,81.76
151,1,6.45
678,1,20.27
1389,1,6.67
1518,1,16.3
1494,1,70.02
862,1,53.9
747,1,59.79
1440,1,63.1
1042,1,20.33
71,1,58.48
267,1,42.5
347,1,59.85
282,1,16.92
37,1,60.45
731,1,60.69
251,1,79.94
1581,1,21.12
720,1,63.19
1550,1,31.98
1099,1,40.13
1497,1,7.6
114,1,68.31
793,1,12.03
383,1,44.39
1430,1,27.97
560,1,9.83
690,2,108.4
1044,1,36.86
757,2,104.67
144,1,55.27
980,1,15.99
1488,1,74.03
501,1,64.77
1266,1,69.83
690,1,98.55
1384,1,74.86
1593,1,54.67
373,1,37.22
520,2,72.740005
1088,1,20.35
1309,1,13.63
327,1,81.47
164,1,88.17
1214,1,6.85
260,1,63.15
333,2,155.63
1073,1,25.25
559,1,17.48
1583,1,49.74
581,1,75.16
981,1,73.42
1331,1,69.6
1310,1,25.49
1091,1,91.65
1448,1,34.86
207,2,74.7
1199,1,11.22
1582,1,24.65
1069,2,82.64
1202,1,93.47
823,1,83.34
424,1,54.21
1136,1,32.78
847,1,62.82
740,1,10.15
416,2,153.97
1104,1,86.24
1043,1,6.84
1531,1,90.48
1314,1,28.0
1325,1,33.55
182,1,14.19
270,1,92.87
1142,1,38.48
432,1,54.46
274,1,80.14
162,1,8.15
966,1,15.42
574,1,67.3
795,1,42.4
368,1,63.79
54,2,137.36
415,2,149.95
130,1,5.16
196,1,88.45
845,1,46.61
1290,1,99.54
850,1,13.68
921,1,28.75
1038,2,136.92
1038,1,53.78
874,1,89.78
284,1,62.02
968,1,74.32
255,1,61.87
181,1,27.38
674,1,62.66
92,1,66.2
1276,1,59.57
906,1,32.85
14,4,170.78
434,1,72.37
651,1,30.04
168,2,82.68
833,1,55.16
689,1,18.11
71,1,48.42
950,1,97.88
948,1,56.58
1300,1,14.54
443,1,84.46
1408,1,32.85
994,1,6.3
839,1,29.89
125,1,61.87
294,1,74.12
222,1,49.35
1204,1,47.24
1360,1,9.39
501,1,92.93
962,1,86.83
1027,1,62.99
774,1,18.12
169,1,82.49
811,1,49.69
360,1,10.44
960,1,61.66
1582,1,16.62
1294,1,59.25
1573,1,74.32
792,1,47.24
1298,1,49.74
1111,1,92.4
1215,1,92.3
1254,1,63.47
548,1,90.95
1563,1,64.6
1168,1,93.09
246,1,95.75
48,1,34.53
1325,1,71.81
969,1,61.76
871,1,94.01
1275,1,33.62
1264,1,28.1
878,1,47.15
494,1,31.2
24,1,97.33
1068,1,5.26
901,1,99.59
992,1,10.71
1339,1,84.13
174,1,70.9
498,1,92.4
361,1,89.68
605,1,31.81
325,1,80.61
780,1,92.5
1473,1,43.49
660,2,61.6
203,1,61.53
51,1,97.22
124,1,45.71
294,1,81.26
